Província,Tipus de fet,Àmbit fet,Sexe,Edat,Nombre víctimes,Date,Municipi_clean,Comarca_clean,Rol_autor,Rol_victima
barcelona,delicte,lgtbi fobia,home,25,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,32,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,45,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,65,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,23,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,53,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,35,1,2021-05-01,barcelona,barcelones,False,True
tarragona,delicte,etnic/origen nacional/origen racial,dona,12,1,2021-05-01,reus,baix camp,True,False
tarragona,delicte,etnic/origen nacional/origen racial,dona,13,1,2021-05-01,vandellos i hospitalet de infant,baix camp,False,True
girona,delicte,lgtbi fobia,home,47,1,2021-05-01,santa coloma de farners,selva,True,False
girona,delicte,lgtbi fobia,dona,48,1,2021-05-01,santa coloma de farners,selva,True,False
girona,delicte,lgtbi fobia,dona,21,1,2021-05-01,vidreres,selva,False,True
girona,delicte,lgtbi fobia,dona,22,1,2021-05-01,vidreres,selva,False,True
girona,delicte,lgtbi fobia,home,27,1,2021-05-01,vidreres,selva,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,65,1,2021-05-01,arenys de mar,maresme,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,30,1,2021-05-01,arenys de mar,maresme,False,True
barcelona,delicte,lgtbi fobia,dona,35,1,2021-05-01,monistrol de calders,moianes,False,True
girona,delicte,lgtbi fobia,dona,19,1,2021-05-01,banyoles,pla de lestany,False,True
girona,delicte,lgtbi fobia,dona,17,1,2021-05-01,banyoles,pla de lestany,False,True
girona,delicte,lgtbi fobia,dona,15,1,2021-05-01,banyoles,pla de lestany,True,False
girona,delicte,lgtbi fobia,dona,16,1,2021-05-01,banyoles,pla de lestany,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,40,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,45,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,religios,home,24,1,2021-05-01,sabadell,valles occidental,False,True
barcelona,delicte,sexisme,home,22,1,2021-05-01,sabadell,valles occidental,True,False
barcelona,delicte,lgtbi fobia,dona,40,1,2021-05-01,igualada,anoia,False,True
barcelona,delicte,lgtbi fobia,home,13,1,2021-05-01,igualada,anoia,True,False
barcelona,delicte,lgtbi fobia,home,12,1,2021-05-01,igualada,anoia,False,True
barcelona,delicte,lgtbi fobia,home,12,1,2021-05-01,igualada,anoia,True,False
barcelona,delicte,lgtbi fobia,home,12,1,2021-05-01,igualada,anoia,True,False
barcelona,delicte,lgtbi fobia,home,12,1,2021-05-01,igualada,anoia,True,False
girona,delicte,orientacio politica,home,55,1,2021-05-01,aiguaviva,girones,False,True
barcelona,delicte,lgtbi fobia,dona,88,1,2021-05-01,cubelles,garraf,False,True
barcelona,delicte,lgtbi fobia,home,24,1,2021-05-01,vilanova i la geltru,garraf,True,False
barcelona,delicte,lgtbi fobia,dona,24,1,2021-05-01,cubelles,garraf,False,True
barcelona,delicte,lgtbi fobia,home,66,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,28,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,orientacio politica,dona,53,1,2021-05-01,barcelona,barcelones,False,True
lleida,delicte,etnic/origen nacional/origen racial,home,46,1,2021-05-01,vielha e mijaran,val daran,True,False
lleida,delicte,etnic/origen nacional/origen racial,home,34,1,2021-05-01,vielha e mijaran,val daran,False,True
lleida,delicte,etnic/origen nacional/origen racial,dona,51,1,2021-05-01,vielha e mijaran,val daran,True,False
barcelona,delicte,lgtbi fobia,home,27,1,2021-05-01,barcelona,barcelones,True,False
barcelona,altres,sexisme,dona,31,1,2023-05-01,resta municipis,anoia,False,True
barcelona,delicte,lgtbi fobia,home,27,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,19,1,2021-05-01,sant andreu de la barca,baix llobregat,True,False
barcelona,delicte,lgtbi fobia,dona,20,1,2021-05-01,sant andreu de la barca,baix llobregat,False,True
barcelona,delicte,lgtbi fobia,dona,19,1,2021-05-01,sant andreu de la barca,baix llobregat,False,True
barcelona,delicte,lgtbi fobia,dona,19,1,2021-05-01,sant andreu de la barca,baix llobregat,False,True
barcelona,delicte,lgtbi fobia,home,29,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,59,1,2021-05-01,barcelona,barcelones,False,True
barcelona,altres,lgtbi fobia,home,16,1,2021-05-01,barcelona,barcelones,True,False
barcelona,altres,lgtbi fobia,home,72,1,2021-05-01,barcelona,barcelones,False,True
barcelona,altres,lgtbi fobia,home,17,1,2021-05-01,barcelona,barcelones,True,False
barcelona,altres,lgtbi fobia,home,17,1,2021-05-01,barcelona,barcelones,True,False
lleida,delicte,orientacio politica,home,47,1,2021-05-01,tornabous,urgell,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,69,1,2021-05-01,granollers,valles oriental,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,31,1,2021-05-01,llica de vall,valles oriental,False,True
barcelona,delicte,lgtbi fobia,home,43,1,2021-05-01,sabadell,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,13,1,2021-05-01,sabadell,valles occidental,True,False
tarragona,delicte,etnic/origen nacional/origen racial,dona,31,1,2021-05-01,cambrils,baix camp,False,True
girona,delicte,etnic/origen nacional/origen racial,home,41,1,2021-05-01,girona,girones,False,True
barcelona,delicte,lgtbi fobia,home,29,1,2021-05-01,cubelles,garraf,False,True
barcelona,delicte,lgtbi fobia,dona,24,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,25,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,39,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,39,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,dona,40,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,orientacio politica,home,23,1,2021-05-01,sant just desvern,baix llobregat,False,True
barcelona,delicte,orientacio politica,home,24,1,2021-05-01,esplugues de llobregat,baix llobregat,True,False
barcelona,delicte,antisemita,home,36,1,2021-05-01,mataro,maresme,True,False
barcelona,delicte,lgtbi fobia,dona,36,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,sexisme,dona,43,1,2021-05-01,palau solita i plegamans,valles occidental,False,True
barcelona,delicte,sexisme,dona,46,1,2021-05-01,palau solita i plegamans,valles occidental,False,True
girona,delicte,etnic/origen nacional/origen racial,dona,22,1,2021-05-01,girona,girones,True,False
girona,delicte,etnic/origen nacional/origen racial,dona,36,1,2021-05-01,girona,girones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,33,1,2021-05-01,premia de mar,maresme,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,42,1,2021-05-01,premia de mar,maresme,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,39,1,2021-05-01,premia de mar,maresme,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,39,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,34,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,34,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,60,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,54,1,2021-05-01,barcelona,barcelones,False,True
girona,delicte,etnic/origen nacional/origen racial,home,26,1,2021-05-01,lloret de mar,selva,False,True
girona,delicte,etnic/origen nacional/origen racial,home,25,1,2021-05-01,lloret de mar,selva,True,False
barcelona,delicte,sexisme,home,24,1,2021-05-01,granollers,valles oriental,True,False
barcelona,delicte,sexisme,dona,30,1,2021-05-01,canovelles,valles oriental,False,True
tarragona,delicte,orientacio politica,home,51,1,2021-05-01,tarragona,tarragones,False,True
barcelona,delicte,lgtbi fobia,dona,23,1,2021-05-01,sant vicenc dels horts,baix llobregat,False,True
lleida,delicte,orientacio politica,home,36,1,2021-05-01,seros,segria,False,True
barcelona,delicte,lgtbi fobia,home,20,1,2021-05-01,sant pere de ribes,garraf,False,True
barcelona,delicte,lgtbi fobia,dona,25,1,2021-05-01,sant pere de ribes,garraf,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,26,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,23,1,2021-05-01,barcelona,barcelones,True,False
lleida,delicte,orientacio politica,dona,64,1,2021-05-01,llardecans,segria,False,True
tarragona,delicte,lgtbi fobia,dona,14,1,2021-05-01,tarragona,tarragones,False,True
tarragona,delicte,lgtbi fobia,dona,23,1,2021-05-01,tarragona,tarragones,False,True
tarragona,delicte,lgtbi fobia,dona,24,1,2021-05-01,tarragona,tarragones,True,False
barcelona,delicte,lgtbi fobia,dona,19,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,33,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,34,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,34,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,21,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,21,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,26,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,22,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,17,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,19,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,20,1,2021-05-01,arenys de mar,maresme,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,35,1,2021-05-01,calella,maresme,False,True
barcelona,delicte,orientacio politica,dona,55,1,2021-05-01,vilanova i la geltru,garraf,False,True
barcelona,delicte,orientacio politica,home,35,1,2021-05-01,vilanova i la geltru,garraf,True,False
barcelona,delicte,lgtbi fobia,home,18,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,26,1,2021-06-01,barcelona,barcelones,False,True
girona,delicte,orientacio politica,dona,62,1,2021-06-01,cadaques,alt emporda,False,True
barcelona,delicte,lgtbi fobia,home,50,1,2021-06-01,olerdola,alt penedes,False,True
barcelona,delicte,lgtbi fobia,home,39,1,2021-06-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,56,1,2021-06-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,41,1,2021-06-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,25,1,2021-06-01,barcelona,barcelones,False,True
lleida,delicte,orientacio politica,home,44,1,2021-06-01,tarrega,urgell,True,False
lleida,delicte,orientacio politica,home,72,1,2021-06-01,tarrega,urgell,False,True
lleida,delicte,orientacio politica,dona,65,1,2021-06-01,tarrega,urgell,True,False
lleida,delicte,orientacio politica,home,47,1,2021-06-01,tarrega,urgell,True,False
lleida,delicte,orientacio politica,home,48,1,2021-06-01,tarrega,urgell,True,False
lleida,infraccio administrativa,orientacio politica,home,60,1,2021-06-01,anglesola,urgell,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,28,1,2021-06-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,18,1,2021-06-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,47,1,2021-06-01,granollers,valles oriental,True,False
barcelona,delicte,lgtbi fobia,home,39,1,2021-06-01,cardedeu,valles oriental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,42,1,2021-06-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,31,1,2021-06-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,47,1,2021-06-01,granollers,valles oriental,True,False
barcelona,delicte,lgtbi fobia,home,39,1,2021-06-01,cardedeu,valles oriental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,52,1,2021-06-01,santa coloma de gramenet,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,17,1,2021-06-01,santa coloma de gramenet,barcelones,False,True
tarragona,delicte,etnic/origen nacional/origen racial,dona,10,1,2021-06-01,vila seca,tarragones,False,True
tarragona,delicte,lgtbi fobia,dona,53,1,2021-06-01,el vendrell,baix penedes,False,True
tarragona,delicte,lgtbi fobia,home,14,1,2021-06-01,el vendrell,baix penedes,True,False
tarragona,delicte,lgtbi fobia,home,15,1,2021-06-01,el vendrell,baix penedes,True,False
tarragona,delicte,lgtbi fobia,home,16,1,2021-06-01,el vendrell,baix penedes,True,False
girona,delicte,etnic/origen nacional/origen racial,home,55,1,2021-06-01,lloret de mar,selva,True,False
girona,delicte,etnic/origen nacional/origen racial,home,36,1,2021-06-01,lloret de mar,selva,False,True
barcelona,delicte,antisemita,dona,20,1,2021-06-01,barcelona,barcelones,False,True
barcelona,delicte,antisemita,dona,20,1,2021-06-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,19,1,2021-06-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,42,1,2021-06-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,57,1,2021-06-01,viladecans,baix llobregat,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,17,1,2021-06-01,viladecans,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,50,1,2021-06-01,viladecans,baix llobregat,False,True
girona,delicte,etnic/origen nacional/origen racial,home,59,1,2021-06-01,girona,girones,True,False
girona,delicte,etnic/origen nacional/origen racial,dona,44,1,2021-06-01,girona,girones,True,False
girona,delicte,religios,dona,44,1,2021-06-01,girona,girones,False,True
girona,delicte,etnic/origen nacional/origen racial,dona,21,1,2021-06-01,girona,girones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,43,1,2021-06-01,terrassa,valles occidental,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,51,1,2021-06-01,terrassa,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,39,1,2021-06-01,cardedeu,valles oriental,False,True
barcelona,delicte,lgtbi fobia,home,47,1,2021-06-01,granollers,valles oriental,True,False
barcelona,delicte,lgtbi fobia,home,54,1,2021-06-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,35,1,2021-06-01,barcelona,barcelones,True,False
barcelona,infraccio administrativa,orientacio politica,home,39,1,2021-06-01,jorba,anoia,False,True
barcelona,infraccio administrativa,orientacio politica,home,30,1,2021-06-01,jorba,anoia,False,True
barcelona,infraccio administrativa,orientacio politica,home,50,1,2021-06-01,jorba,anoia,False,True
barcelona,infraccio administrativa,orientacio politica,dona,68,1,2021-06-01,jorba,anoia,False,True
barcelona,infraccio administrativa,orientacio politica,home,47,1,2021-06-01,jorba,anoia,False,True
barcelona,delicte,lgtbi fobia,dona,41,1,2021-06-01,rubi,valles occidental,False,True
barcelona,altres,lgtbi fobia,home,39,1,2021-06-01,cardedeu,valles oriental,False,True
barcelona,altres,lgtbi fobia,home,47,1,2021-06-01,granollers,valles oriental,True,False
barcelona,delicte,lgtbi fobia,home,13,1,2023-01-01,resta municipis,barcelones,True,False
lleida,delicte,orientacio politica,home,53,1,2021-06-01,lleida,segria,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,44,1,2021-06-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,54,1,2021-06-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,32,1,2021-06-01,barcelona,barcelones,False,True
barcelona,infraccio administrativa,lgtbi fobia,home,28,1,2021-06-01,premia de dalt,barcelones,False,True
barcelona,infraccio administrativa,lgtbi fobia,home,47,1,2021-06-01,igualada,anoia,True,False
barcelona,infraccio administrativa,lgtbi fobia,home,53,1,2021-06-01,igualada,anoia,False,True
lleida,delicte,etnic/origen nacional/origen racial,home,36,1,2021-06-01,cervera,pla durgell,True,False
lleida,delicte,etnic/origen nacional/origen racial,home,14,1,2021-06-01,bell lloc durgell,pla durgell,False,True
lleida,delicte,orientacio politica,dona,44,1,2021-06-01,lleida,segria,False,True
lleida,delicte,orientacio politica,home,56,1,2021-06-01,lleida,segria,False,True
barcelona,delicte,lgtbi fobia,dona,30,1,2021-06-01,abrera,baix llobregat,False,True
barcelona,delicte,lgtbi fobia,home,43,1,2021-06-01,martorell,baix llobregat,True,False
lleida,delicte,orientacio politica,home,72,1,2021-06-01,tarrega,urgell,False,True
